,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
835,filter19$\longleftrightarrow$filter182,3772,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,30.0,222.0,1343.0,1195.0,1.5438288310759228e-62,3.4397311095679943e-62,AtIDD11,OBP3,AtIDD11$\longleftrightarrow$OBP3,C2H2,C2C2dof,C2C2dof$\longleftrightarrow$C2H2
836,filter19$\longleftrightarrow$filter184,3774,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,MYB_tnt.MYB51_col_a_m1,0.0136838,12.0,180.0,1925.0,2330.0,3.8818958550924034e-15,3.949679331381308e-15,AtIDD11,MYB51,MYB51$\longleftrightarrow$AtIDD11,C2H2,MYB,MYB$\longleftrightarrow$C2H2
837,filter19$\longleftrightarrow$filter185,3775,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,108.0,30.0,1069.0,1458.0,8.593818558930662e-70,2.324481231364385e-69,AtIDD11,MYB67,AtIDD11$\longleftrightarrow$MYB67,C2H2,MYB,MYB$\longleftrightarrow$C2H2
838,filter19$\longleftrightarrow$filter189,3779,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,WRKY_tnt.WRKY6_col_a_m1,0.00227603,48.0,162.0,1343.0,1758.0,8.58907398778838e-41,1.1620827509092277e-40,AtIDD11,WRKY6,AtIDD11$\longleftrightarrow$WRKY6,C2H2,WRKY,WRKY$\longleftrightarrow$C2H2
839,filter19$\longleftrightarrow$filter191,3781,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,6.0,312.0,1627.0,1721.0,4.65744753107995e-106,3.728827678302705e-105,AtIDD11,WRKY31,WRKY31$\longleftrightarrow$AtIDD11,C2H2,WRKY,WRKY$\longleftrightarrow$C2H2
840,filter19$\longleftrightarrow$filter195,3785,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,108.0,54.0,808.0,568.0,7.934605689347642e-41,1.0740938256837509e-40,AtIDD11,AT1G12630,AtIDD11$\longleftrightarrow$AT1G12630,C2H2,AP2EREBP,AP2EREBP$\longleftrightarrow$C2H2
841,filter19$\longleftrightarrow$filter198,3788,C2H2_tnt.AtIDD11_col_a_m1,0.000899688,MYB_tnt.MYB51_col_a_m1,0.00758776,42.0,168.0,1506.0,1863.0,1.5759250862253909e-30,1.8147439356976897e-30,AtIDD11,MYB51,MYB51$\longleftrightarrow$AtIDD11,C2H2,MYB,MYB$\longleftrightarrow$C2H2
842,filter21$\longleftrightarrow$filter25,3972,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,1.39345e-06,126.0,156.0,1711.0,1217.0,5.82797026344486e-116,6.439510680544433e-115,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
843,filter21$\longleftrightarrow$filter32,3979,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G20400_col_a_m1,0.00179727,18.0,96.0,1831.0,1544.0,6.869857057199018e-155,2.6332425546089683e-153,TGA2,AT2G20400,TGA2$\longleftrightarrow$AT2G20400,bZIP,G2like,G2like$\longleftrightarrow$bZIP
844,filter21$\longleftrightarrow$filter36,3983,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2C2dof_tnt.OBP1_col_a_m1,0.000408049,30.0,18.0,2558.0,2270.0,2.4411665619348113e-241,3.172051830578095e-238,TGA2,OBP1,TGA2$\longleftrightarrow$OBP1,bZIP,C2C2dof,C2C2dof$\longleftrightarrow$bZIP
845,filter21$\longleftrightarrow$filter39,3986,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2C2dof_tnt.OBP1_col_a_m1,0.0170213,408.0,24.0,2229.0,2244.0,1.6017434760468368e-170,1.143574435590802e-168,TGA2,OBP1,TGA2$\longleftrightarrow$OBP1,bZIP,C2C2dof,C2C2dof$\longleftrightarrow$bZIP
846,filter21$\longleftrightarrow$filter42,3989,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2H2_tnt.At5g22890_col_a_m1,0.0437396,54.0,66.0,1107.0,1199.0,1.3145630267292704e-125,2.0095802316847224e-124,TGA2,At5g22890,TGA2$\longleftrightarrow$At5g22890,bZIP,C2H2,bZIP$\longleftrightarrow$C2H2
847,filter21$\longleftrightarrow$filter44,3991,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,66.0,450.0,833.0,1127.0,5.207509898488288e-87,2.297670072018907e-86,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
848,filter21$\longleftrightarrow$filter46,3993,bZIP_tnt.TGA2_col_m1,0.006252399999999999,bHLH_tnt.bHLH157_col_a_m1,0.00733547,276.0,294.0,1543.0,1258.0,7.700240837822577e-113,7.696686880512815e-112,TGA2,bHLH157,TGA2$\longleftrightarrow$bHLH157,bZIP,bHLH,bZIP$\longleftrightarrow$bHLH
849,filter21$\longleftrightarrow$filter50,3997,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.RAP21_colamp_a_m1,0.00440428,222.0,120.0,1601.0,1543.0,2.4170352166578604e-93,1.301033786464467e-92,TGA2,RAP21,TGA2$\longleftrightarrow$RAP21,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
850,filter21$\longleftrightarrow$filter63,4010,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.00977119,6.0,96.0,881.0,931.0,1.4419849481956471e-98,9.095705056725358e-98,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
851,filter21$\longleftrightarrow$filter70,4017,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.ERF7_colamp_a_m1,0.00069329,132.0,12.0,1288.0,509.0,6.298326254070136e-64,1.454424228636704e-63,TGA2,ERF7,TGA2$\longleftrightarrow$ERF7,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
852,filter21$\longleftrightarrow$filter71,4018,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY7_colamp_a_m1,0.0426075,126.0,72.0,2550.0,2628.0,1.476057004475724e-144,4.281224266999455e-143,TGA2,WRKY7,TGA2$\longleftrightarrow$WRKY7,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
853,filter21$\longleftrightarrow$filter72,4019,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G20400_col_a_m1,0.000804975,318.0,102.0,2182.0,1415.0,4.86861416981588e-150,1.6560935215337055e-148,TGA2,AT2G20400,TGA2$\longleftrightarrow$AT2G20400,bZIP,G2like,G2like$\longleftrightarrow$bZIP
854,filter21$\longleftrightarrow$filter77,4024,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2C2dof_tnt.AT5G02460_colamp_a_m1,0.011696,336.0,264.0,2503.0,2669.0,7.741780854550473e-126,1.1961557719860744e-124,TGA2,AT5G02460,TGA2$\longleftrightarrow$AT5G02460,bZIP,C2C2dof,C2C2dof$\longleftrightarrow$bZIP
855,filter21$\longleftrightarrow$filter79,4026,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY31_col_a_m1,0.011571399999999999,306.0,378.0,1470.0,1955.0,6.957924181989605e-82,2.651356798263136e-81,TGA2,WRKY31,WRKY31$\longleftrightarrow$TGA2,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
856,filter21$\longleftrightarrow$filter80,4027,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00308251,42.0,378.0,1054.0,980.0,2.8352318855949535e-113,2.8872259499546107e-112,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
857,filter21$\longleftrightarrow$filter84,4031,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.015408600000000001,150.0,204.0,1452.0,1310.0,1.1154779098721567e-79,3.9885855698620815e-79,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
858,filter21$\longleftrightarrow$filter86,4033,bZIP_tnt.TGA2_col_m1,0.006252399999999999,NAC_tnt.ATAF1_col_a_m1,0.00480392,114.0,336.0,852.0,755.0,3.1830655132071076e-71,8.937068556312263e-71,TGA2,ATAF1,TGA2$\longleftrightarrow$ATAF1,bZIP,NAC,bZIP$\longleftrightarrow$NAC
859,filter21$\longleftrightarrow$filter87,4034,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY7_colamp_a_m1,0.0009269339999999999,30.0,156.0,2384.0,2201.0,6.776397039759707e-129,1.1540301852508209e-127,TGA2,WRKY7,TGA2$\longleftrightarrow$WRKY7,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
860,filter21$\longleftrightarrow$filter93,4040,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.0005813880000000001,174.0,180.0,1788.0,2427.0,8.546085624174658e-83,3.3407893080783843e-82,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
861,filter21$\longleftrightarrow$filter95,4042,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G20400_col_a_m1,0.039337300000000006,420.0,18.0,1515.0,1528.0,8.494891509947546e-126,1.3063031985829395e-124,TGA2,AT2G20400,TGA2$\longleftrightarrow$AT2G20400,bZIP,G2like,G2like$\longleftrightarrow$bZIP
862,filter21$\longleftrightarrow$filter102,4049,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00864337,162.0,102.0,2800.0,3200.0,4.89509253895342e-97,2.933894485754647e-96,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
863,filter21$\longleftrightarrow$filter103,4050,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2C2dof_tnt.AT5G66940_col_a_m1,0.00129579,48.0,30.0,1358.0,1327.0,1.7073479287358646e-56,3.256793744273903e-56,TGA2,AT5G66940,TGA2$\longleftrightarrow$AT5G66940,bZIP,C2C2dof,C2C2dof$\longleftrightarrow$bZIP
864,filter21$\longleftrightarrow$filter105,4052,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00104842,30.0,282.0,1843.0,1805.0,6.318131183986199e-140,1.5637675543755556e-138,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
865,filter21$\longleftrightarrow$filter107,4054,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.000528327,336.0,12.0,2657.0,2815.0,6.029896489140866e-113,6.050384168331771e-112,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
866,filter21$\longleftrightarrow$filter108,4055,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.018973300000000002,18.0,12.0,1881.0,1898.0,5.322130695282776e-152,1.9051175276722967e-150,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
867,filter21$\longleftrightarrow$filter113,4060,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB67_col_a_m1,0.00826775,240.0,414.0,919.0,918.0,5.882056736305726e-70,1.5963125570500543e-69,TGA2,MYB67,TGA2$\longleftrightarrow$MYB67,bZIP,MYB,MYB$\longleftrightarrow$bZIP
868,filter21$\longleftrightarrow$filter118,4065,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00599276,360.0,222.0,2431.0,2078.0,6.051565771098241e-162,3.083688063907864e-160,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
869,filter21$\longleftrightarrow$filter119,4066,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB39_colamp_a_m1,0.00134307,72.0,468.0,2399.0,1936.0,1.5940148779839977e-207,4.816890540586993e-205,TGA2,MYB39,TGA2$\longleftrightarrow$MYB39,bZIP,MYB,MYB$\longleftrightarrow$bZIP
870,filter21$\longleftrightarrow$filter124,4071,bZIP_tnt.TGA2_col_m1,0.006252399999999999,Trihelix_tnt.AT2G33550_col_a_m1,0.00273708,276.0,276.0,820.0,888.0,1.0044262904446207e-62,2.2456151441908813e-62,TGA2,AT2G33550,TGA2$\longleftrightarrow$AT2G33550,bZIP,Trihelix,bZIP$\longleftrightarrow$Trihelix
871,filter21$\longleftrightarrow$filter129,4076,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.0122174,192.0,240.0,2718.0,2857.0,3.435631738813592e-205,9.300541419613297e-203,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
872,filter21$\longleftrightarrow$filter130,4077,bZIP_tnt.TGA2_col_m1,0.006252399999999999,NAC_tnt.ANAC042_col_a_m1,0.00291876,36.0,174.0,946.0,742.0,3.0080735142455316e-65,7.173225774290041e-65,TGA2,ANAC042,TGA2$\longleftrightarrow$ANAC042,bZIP,NAC,bZIP$\longleftrightarrow$NAC
873,filter21$\longleftrightarrow$filter135,4082,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,6.0,132.0,3280.0,3347.0,7.25411070294678e-94,3.96883850417223e-93,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
874,filter21$\longleftrightarrow$filter136,4083,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,222.0,294.0,1144.0,887.0,1.5497244848013522e-77,5.1793004000794166e-77,TGA2,DEAR5,TGA2$\longleftrightarrow$DEAR5,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
875,filter21$\longleftrightarrow$filter137,4084,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,114.0,450.0,1246.0,1624.0,4.926958319224656e-131,9.185207517934747e-130,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
876,filter21$\longleftrightarrow$filter139,4086,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,132.0,402.0,2385.0,2073.0,4.442864826119811e-149,1.4578430694596167e-147,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
877,filter21$\longleftrightarrow$filter143,4090,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYBrelated_tnt.TBP3_colamp_a_m1,0.029313799999999997,192.0,462.0,812.0,632.0,9.98816744400487e-53,1.744438814077947e-52,TGA2,TBP3,TGA2$\longleftrightarrow$TBP3,bZIP,MYBrelated,bZIP$\longleftrightarrow$MYBrelated
878,filter21$\longleftrightarrow$filter147,4094,bZIP_tnt.TGA2_col_m1,0.006252399999999999,TCP_tnt.TCP1_col_a_m1,0.00245302,162.0,24.0,1727.0,1061.0,9.95514373991918e-105,7.654268506302356e-104,TGA2,TCP1,TCP1$\longleftrightarrow$TGA2,bZIP,TCP,TCP$\longleftrightarrow$bZIP
879,filter21$\longleftrightarrow$filter152,4099,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,30.0,120.0,701.0,306.0,4.92665591949196e-34,5.950638317333942e-34,TGA2,RAP21,TGA2$\longleftrightarrow$RAP21,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
880,filter21$\longleftrightarrow$filter157,4104,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G20400_col_a_m1,0.00998654,54.0,282.0,2350.0,2050.0,2.770559006550123e-178,2.6471061566994345e-176,TGA2,AT2G20400,TGA2$\longleftrightarrow$AT2G20400,bZIP,G2like,G2like$\longleftrightarrow$bZIP
881,filter21$\longleftrightarrow$filter164,4111,bZIP_tnt.TGA2_col_m1,0.006252399999999999,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,264.0,72.0,889.0,575.0,5.7382733820602925e-62,1.2612165819771896e-61,TGA2,ATHB40,ATHB40$\longleftrightarrow$TGA2,bZIP,HB,HB$\longleftrightarrow$bZIP
882,filter21$\longleftrightarrow$filter165,4112,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY42_colamp_a_m1,0.0108482,78.0,354.0,1186.0,1098.0,4.456402746852068e-99,2.8567586232163674e-98,TGA2,WRKY42,TGA2$\longleftrightarrow$WRKY42,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
883,filter21$\longleftrightarrow$filter168,4115,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.000122444,270.0,378.0,2661.0,2919.0,1.2334455775345024e-105,9.766844506083682e-105,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
884,filter21$\longleftrightarrow$filter171,4118,bZIP_tnt.TGA2_col_m1,0.006252399999999999,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,282.0,12.0,1326.0,1320.0,9.270984165042141e-120,1.1516937690301868e-118,TGA2,BZR1,TGA2$\longleftrightarrow$BZR1,bZIP,BZR,bZIP$\longleftrightarrow$BZR
885,filter21$\longleftrightarrow$filter172,4119,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.ERF1_col_a_m1,0.000678333,384.0,72.0,469.0,630.0,1.0030513865019816e-35,1.2458086136691594e-35,TGA2,ERF1,TGA2$\longleftrightarrow$ERF1,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
886,filter21$\longleftrightarrow$filter174,4121,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0196442,276.0,42.0,957.0,791.0,7.216704009428846e-82,2.7483543932742793e-81,TGA2,AT1G72740,TGA2$\longleftrightarrow$AT1G72740,bZIP,MYBrelated,bZIP$\longleftrightarrow$MYBrelated
887,filter21$\longleftrightarrow$filter176,4123,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.00298049,312.0,156.0,2698.0,3051.0,4.593215533644465e-100,3.029656987014019e-99,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
888,filter21$\longleftrightarrow$filter179,4126,bZIP_tnt.TGA2_col_m1,0.006252399999999999,G2like_tnt.AT2G40260_colamp_a_m1,0.0140888,150.0,318.0,2206.0,2673.0,2.424484979196555e-146,7.39524831447888e-145,TGA2,AT2G40260,AT2G40260$\longleftrightarrow$TGA2,bZIP,G2like,G2like$\longleftrightarrow$bZIP
889,filter21$\longleftrightarrow$filter182,4129,bZIP_tnt.TGA2_col_m1,0.006252399999999999,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,372.0,102.0,1825.0,1535.0,2.9248537372380034e-133,5.856016866205026e-132,TGA2,OBP3,TGA2$\longleftrightarrow$OBP3,bZIP,C2C2dof,C2C2dof$\longleftrightarrow$bZIP
890,filter21$\longleftrightarrow$filter184,4131,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB51_col_a_m1,0.0136838,156.0,336.0,2529.0,2973.0,3.0737974231702764e-82,1.1855424077374466e-81,TGA2,MYB51,MYB51$\longleftrightarrow$TGA2,bZIP,MYB,MYB$\longleftrightarrow$bZIP
891,filter21$\longleftrightarrow$filter185,4132,bZIP_tnt.TGA2_col_m1,0.006252399999999999,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,156.0,390.0,1543.0,1908.0,2.194686789495764e-149,7.331043738485335e-148,TGA2,MYB67,TGA2$\longleftrightarrow$MYB67,bZIP,MYB,MYB$\longleftrightarrow$bZIP
892,filter21$\longleftrightarrow$filter189,4136,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY6_col_a_m1,0.00227603,108.0,210.0,1839.0,2254.0,1.0484916114732186e-110,9.773385939370878e-110,TGA2,WRKY6,TGA2$\longleftrightarrow$WRKY6,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
893,filter21$\longleftrightarrow$filter191,4138,bZIP_tnt.TGA2_col_m1,0.006252399999999999,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,78.0,24.0,2503.0,2251.0,1.0137653708642307e-220,6.586433614504906e-218,TGA2,WRKY31,WRKY31$\longleftrightarrow$TGA2,bZIP,WRKY,WRKY$\longleftrightarrow$bZIP
894,filter21$\longleftrightarrow$filter195,4142,bZIP_tnt.TGA2_col_m1,0.006252399999999999,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,150.0,102.0,1331.0,793.0,3.748469431156592e-75,1.170856052606941e-74,TGA2,AT1G12630,TGA2$\longleftrightarrow$AT1G12630,bZIP,AP2EREBP,bZIP$\longleftrightarrow$AP2EREBP
895,filter22$\longleftrightarrow$filter23,4147,MYB_tnt.MYB39_colamp_a_m1,0.0160901,G2like_tnt.AT2G40260_colamp_a_m1,0.0136804,6.0,42.0,2599.0,3172.0,1.2675444213368933e-50,2.108895289481638e-50,MYB39,AT2G40260,AT2G40260$\longleftrightarrow$MYB39,MYB,G2like,MYB$\longleftrightarrow$G2like
896,filter22$\longleftrightarrow$filter24,4148,MYB_tnt.MYB39_colamp_a_m1,0.0160901,C2C2dof_tnt.OBP3_colamp_a_m1,0.00793308,18.0,84.0,2086.0,2624.0,1.0458972875550946e-71,2.9823105890917045e-71,MYB39,OBP3,MYB39$\longleftrightarrow$OBP3,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
897,filter22$\longleftrightarrow$filter25,4149,MYB_tnt.MYB39_colamp_a_m1,0.0160901,MYB_tnt.MYB51_col_a_m1,1.39345e-06,66.0,408.0,2010.0,1751.0,4.289624055718838e-92,2.2198078446838146e-91,MYB39,MYB51,MYB51$\longleftrightarrow$MYB39,MYB,MYB,MYB$\longleftrightarrow$MYB
898,filter22$\longleftrightarrow$filter32,4156,MYB_tnt.MYB39_colamp_a_m1,0.0160901,G2like_tnt.AT2G20400_col_a_m1,0.00179727,210.0,144.0,2071.0,2180.0,7.757909196601855e-109,6.774615060527185e-108,MYB39,AT2G20400,MYB39$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
899,filter22$\longleftrightarrow$filter35,4159,MYB_tnt.MYB39_colamp_a_m1,0.0160901,G2like_tnt.AT2G20400_col_a_m1,0.0023048,210.0,84.0,2293.0,2989.0,6.083929598430775e-107,5.038532900064341e-106,MYB39,AT2G20400,MYB39$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
900,filter22$\longleftrightarrow$filter36,4160,MYB_tnt.MYB39_colamp_a_m1,0.0160901,C2C2dof_tnt.OBP1_col_a_m1,0.000408049,132.0,402.0,3191.0,3293.0,3.5324787129677394e-178,3.326161477992957e-176,MYB39,OBP1,MYB39$\longleftrightarrow$OBP1,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
901,filter22$\longleftrightarrow$filter37,4161,MYB_tnt.MYB39_colamp_a_m1,0.0160901,TCP_tnt.TCP20_col_a_m1,0.0390168,216.0,234.0,2247.0,2471.0,3.805440355515859e-119,4.6342916569421806e-118,MYB39,TCP20,TCP20$\longleftrightarrow$MYB39,MYB,TCP,MYB$\longleftrightarrow$TCP
902,filter22$\longleftrightarrow$filter38,4162,MYB_tnt.MYB39_colamp_a_m1,0.0160901,C2C2dof_tnt.OBP3_colamp_a_m1,0.0175329,300.0,6.0,2751.0,3601.0,1.600317075103229e-79,5.692450061289722e-79,MYB39,OBP3,MYB39$\longleftrightarrow$OBP3,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
903,filter22$\longleftrightarrow$filter39,4163,MYB_tnt.MYB39_colamp_a_m1,0.0160901,C2C2dof_tnt.OBP1_col_a_m1,0.0170213,174.0,84.0,2761.0,3292.0,1.1702946375561283e-122,1.6246590299577281e-121,MYB39,OBP1,MYB39$\longleftrightarrow$OBP1,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
904,filter22$\longleftrightarrow$filter40,4164,MYB_tnt.MYB39_colamp_a_m1,0.0160901,BZR_tnt.BZR1_col_a_m1,0.0264899,210.0,366.0,1161.0,924.0,1.2917404202450373e-52,2.2487774679346214e-52,MYB39,BZR1,MYB39$\longleftrightarrow$BZR1,MYB,BZR,MYB$\longleftrightarrow$BZR
905,filter22$\longleftrightarrow$filter41,4165,MYB_tnt.MYB39_colamp_a_m1,0.0160901,ZFHD_tnt.ATHB23_col_b_m1,0.00558134,96.0,516.0,1665.0,2799.0,6.189808847706619e-84,2.5040590338449506e-83,MYB39,ATHB23,ATHB23$\longleftrightarrow$MYB39,MYB,ZFHD,MYB$\longleftrightarrow$ZFHD
906,filter22$\longleftrightarrow$filter43,4167,MYB_tnt.MYB39_colamp_a_m1,0.0160901,MYB_tnt.MYB51_col_a_m1,0.000151339,30.0,180.0,1927.0,2358.0,1.4134767878831381e-59,2.912116280601475e-59,MYB39,MYB51,MYB51$\longleftrightarrow$MYB39,MYB,MYB,MYB$\longleftrightarrow$MYB
907,filter22$\longleftrightarrow$filter44,4168,MYB_tnt.MYB39_colamp_a_m1,0.0160901,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,18.0,534.0,1099.0,1654.0,2.0099633185948662e-75,6.31466715711356e-75,MYB39,AT2G40260,AT2G40260$\longleftrightarrow$MYB39,MYB,G2like,MYB$\longleftrightarrow$G2like
908,filter22$\longleftrightarrow$filter45,4169,MYB_tnt.MYB39_colamp_a_m1,0.0160901,AP2EREBP_tnt.At1g19210_colamp_a_m1,0.030697500000000003,144.0,444.0,1974.0,2175.0,1.6589259355390553e-102,1.1883177291286926e-101,MYB39,At1g19210,MYB39$\longleftrightarrow$At1g19210,MYB,AP2EREBP,MYB$\longleftrightarrow$AP2EREBP
909,filter22$\longleftrightarrow$filter46,4170,MYB_tnt.MYB39_colamp_a_m1,0.0160901,bHLH_tnt.bHLH157_col_a_m1,0.00733547,150.0,24.0,1938.0,1929.0,5.970542135544265e-120,7.481313838887384e-119,MYB39,bHLH157,MYB39$\longleftrightarrow$bHLH157,MYB,bHLH,MYB$\longleftrightarrow$bHLH
